"id","gender","age","citizenship","previous_offences","kpp","kpw","counts"
"OIO-706426038P","M",27,"POLAND","No cirminal history","KI KMP Kielce","KI KWP Kielce",1
"OIO-706426107X","M",31,"POLAND","No knowledge","RZ KPP Leżajsk","RZ KWP Rzeszów",1
"OIO-706427643A","M",36,"POLAND","Different offences","BK KMP Łomża","BK KWP Białystok",1
"OIO-706428080Y","M",26,"POLAND","No knowledge","WR KPP Lubin","WR KWP Wrocław",1
"OIO-706428716L","M",50,"POLAND","Different offences","LD KPP Bełchatów","LD KWP Łódź",1
"OIO-706429248W","M",26,"POLAND","Simmilar offences","PO KPP Koło","PO KWP Poznań",1
"OIO-706431125G","M",32,"POLAND","No cirminal history","WA KPP Kozienice","WA KWP Radom",1
"OIO-706432048L","M",29,"POLAND","Different offences","BK KMP Białystok","BK KWP Białystok",1
"OIO-706434429H","M",54,"POLAND","Different offences","LU KMP Biała Podlaska","LU KWP Lublin",1
"OIO-706434898W","M",33,"POLAND","No cirminal history","KA KMP Częstochowa","KA KWP Katowice",1
"OIO-706436253U","M",25,"POLAND","Simmilar offences","LD KMP Skierniewice","LD KWP Łódź",1
"OIO-706437051H","K",43,"POLAND","No cirminal history","KI KPP Busko-Zdrój","KI KWP Kielce",1
"OIO-7065139A","M",49,"POLAND","Different offences","KK KMP Nowy Sącz","KK KWP Kraków",1
"OIO-7065585M","M",43,"POLAND","No cirminal history","BK KMP Białystok","BK KWP Białystok",1
"OIO-706583945L","K",36,"POLAND","Simmilar offences","LD KMP Piotrków Tryb.","LD KWP Łódź",1
"OIO-706683656P","M",29,"POLAND","Different offences","GD KMP Sopot","GD KWP Gdańsk",1
"OIO-706784177C","M",32,"POLAND","No cirminal history","BG KPP Żnin","BG KWP Bydgoszcz",1
"OIO-706784177C","M",32,"POLAND","No knowledge","BG KPP Żnin","BG KWP Bydgoszcz",2
"OIO-706786255F","M",31,"POLAND","No cirminal history","KK KMP Kraków","KK KWP Kraków",1
"OIO-706789251H","M",25,"POLAND","Different offences","SC KPP Police","SC KWP Szczecin",1
"OIO-706789995G","M",32,"POLAND","Simmilar offences","WA KPP Otwock (KSP)","WA KSP Warszawa",1
"OIO-706790667Q","M",40,"POLAND","No cirminal history","GD KPP Kościerzyna","GD KWP Gdańsk",1
"OIO-706790730U","M",58,"POLAND","No cirminal history","LD KPP Pabianice","LD KWP Łódź",1
"OIO-7067907R","M",50,"POLAND","Simmilar offences","KI KPP Starachowice","KI KWP Kielce",1
"OIO-706792886E","M",31,"POLAND","Different offences","WR KMP Wrocław","WR KWP Wrocław",1
"OIO-706795884H","K",44,"POLAND","No knowledge","GD KPP Kartuzy","GD KWP Gdańsk",1
"OIO-706796062J","M",53,"POLAND","No knowledge","OL KPP Ełk","OL KWP Olsztyn",1
"OIO-706801063P","M",33,"POLAND","Simmilar offences","PO KMP Poznań","PO KWP Poznań",1
"OIO-706802523G","M",31,"POLAND","Different offences","LU KPP Lubartów","LU KWP Lublin",1
"OIO-706805812J","M",38,"POLAND","No cirminal history","KA KMP Chorzów","KA KWP Katowice",2
"OIO-706805812J","M",38,"POLAND","No cirminal history","KA KMP Siemianowice Śląskie","KA KWP Katowice",1
"OIO-706806954H","M",32,"POLAND","No cirminal history","WA KPP Żuromin","WA KWP Radom",1
"OIO-706807945D","K",51,"POLAND","No cirminal history","LD KPP Zgierz","LD KWP Łódź",1
"OIO-706808211K","K",47,"POLAND","Simmilar offences","RZ KPP Ropczyce","RZ KWP Rzeszów",1
"OIO-706808333M","M",27,"POLAND","No cirminal history","KA KMP Jaworzno","KA KWP Katowice",1
"OIO-706808741X","K",31,"POLAND","No cirminal history","KI KMP Kielce","KI KWP Kielce",1
"OIO-706809044R","M",31,"POLAND","Different offences","SC KPP Sławno","SC KWP Szczecin",1
"OIO-706809244E","M",26,"POLAND","No cirminal history","WA KMP Płock","WA KWP Radom",1
"OIO-706809512X","M",35,"POLAND","Different offences","KA KMP Katowice","KA KWP Katowice",1
"OIO-706811473K","M",26,"POLAND","No knowledge","WA KRP Warszawa III (KSP)","WA KSP Warszawa",1
"OIO-706811726H","M",30,"POLAND","Simmilar offences","LU KPP Łuków","LU KWP Lublin",1
"OIO-706812882X","M",35,"POLAND","No cirminal history","WA KPP Legionowo (KSP)","WA KSP Warszawa",1
"OIO-706813462K","M",28,"POLAND","No cirminal history","KA KPP Cieszyn","KA KWP Katowice",1
"OIO-706814635X","M",26,"POLAND","No knowledge","WA KRP Warszawa I (KSP)","WA KSP Warszawa",1
"OIO-7068176J","M",42,"POLAND","No knowledge","SC KMP Szczecin","SC KWP Szczecin",1
"OIO-706817737N","M",36,"POLAND","Different offences","KK KPP Oświęcim","KK KWP Kraków",1
"OIO-706823259K","M",26,"POLAND","No knowledge","WA KMP Radom","WA KWP Radom",1
"OIO-706825043G","M",31,"POLAND","No cirminal history","LD KPP Zgierz","LD KWP Łódź",1
"OIO-706827329L","M",64,"POLAND","No knowledge","WA KPP Warszawa Zach. z/s Stare Babice (KSP)","WA KSP Warszawa",1
"OIO-7068556T","M",41,"POLAND","No knowledge","LU KMP Chełm","LU KWP Lublin",1
"OIO-7068622A","M",41,"POLAND","Simmilar offences","BG KPP Inowrocław","BG KWP Bydgoszcz",1
"OIO-7068787M","M",59,"POLAND","No knowledge","PO KPP Gostyń","PO KWP Poznań",1
"OIO-706883420U","M",25,"POLAND","Different offences","KA KMP Gliwice","KA KWP Katowice",1
"OIO-706886852Q","M",32,"POLAND","Different offences","KK KPP Nowy Targ","KK KWP Kraków",1
"OIO-706887432J","M",30,"POLAND","No knowledge","LD KMP Piotrków Tryb.","LD KWP Łódź",1
"OIO-706887516Q","M",52,"POLAND","No knowledge","BK KPP Sejny","BK KWP Białystok",1
"OIO-706887895X","M",35,"POLAND","Different offences","WR KMP Wrocław","WR KWP Wrocław",1
"OIO-706889324N","M",31,"POLAND","No cirminal history","WA KRP Warszawa V (KSP)","WA KSP Warszawa",1
"OIO-706891972T","M",32,"POLAND","No cirminal history","KI KMP Kielce","KI KWP Kielce",1
"OIO-706892330Q","M",59,"POLAND","Simmilar offences","WR KPP Milicz","WR KWP Wrocław",1
"OIO-706893611J","M",33,"POLAND","Different offences","GD KPP Tczew","GD KWP Gdańsk",1
"OIO-706894176Q","M",30,"POLAND","Simmilar offences","GD KPP Malbork","GD KWP Gdańsk",1
"OIO-706895097T","M",36,"POLAND","No cirminal history","BG KPP Wąbrzeźno","BG KWP Bydgoszcz",1
"OIO-706895737X","M",30,"POLAND","Simmilar offences","KI KMP Kielce","KI KWP Kielce",1
"OIO-706898014G","M",58,"POLAND","No knowledge","KK KPP Kraków Okolice","KK KWP Kraków",1
"OIO-706898460U","M",66,"POLAND","No cirminal history","KA KPP Tarnowskie Góry","KA KWP Katowice",1
"OIO-706899557P","M",46,"POLAND","Different offences","WR KPP Ząbkowice Śląskie","WR KWP Wrocław",1
"OIO-706899813P","M",31,"POLAND","Simmilar offences","OP KPP Nysa","OP KWP Opole",1
"OIO-706900603A","M",53,"POLAND","No cirminal history","OL KPP Iława","OL KWP Olsztyn",1
"OIO-706900647K","M",29,"POLAND","No cirminal history","KA KMP Gliwice","KA KWP Katowice",1
"OIO-706901057X","M",30,"POLAND","No knowledge","WA KPP Ostrów Maz.","WA KWP Radom",1
"OIO-706901132D","M",29,"POLAND","Different offences","PO KPP Ostrów Wlkp.","PO KWP Poznań",1
"OIO-706902567W","M",25,"POLAND","Different offences","GD KPP Kartuzy","GD KWP Gdańsk",1
"OIO-706902683T","K",52,"POLAND","No cirminal history","KA KMP Bielsko-Biała","KA KWP Katowice",1
"OIO-706907550R","M",35,"POLAND","No knowledge","KA KMP Ruda Śląska","KA KWP Katowice",1
"OIO-706909188P","K",47,"POLAND","No cirminal history","WA KMP Płock","WA KWP Radom",1
"OIO-706911226P","M",32,"POLAND","Different offences","KI KPP Starachowice","KI KWP Kielce",1
"OIO-706911422C","M",35,"POLAND","No cirminal history","OL KMP Elbląg","OL KWP Olsztyn",1
"OIO-706914034G","M",31,"POLAND","No knowledge","WA KPP Żyrardów","WA KWP Radom",1
"OIO-706915217N","M",31,"POLAND","No cirminal history","WR KPP Kłodzko","WR KWP Wrocław",1
"OIO-706919266X","M",28,"POLAND","No cirminal history","OP KPP Krapkowice","OP KWP Opole",1
"OIO-706923496E","M",53,"POLAND","No cirminal history","PO KPP Ostrzeszów","PO KWP Poznań",1
"OIO-706924165L","M",70,"POLAND","Different offences","WR KPP Polkowice","WR KWP Wrocław",1
"OIO-706924259X","K",52,"POLAND","No knowledge","WA KPP Ostrów Maz.","WA KWP Radom",1
"OIO-706925458A","M",34,"POLAND","No knowledge","KA KMP Gliwice","KA KWP Katowice",1
"OIO-706927044T","M",31,"POLAND","No knowledge","LD KPP Wieluń","LD KWP Łódź",1
"OIO-706929135N","M",46,"POLAND","Simmilar offences","OL KPP Pisz","OL KWP Olsztyn",1
"OIO-706929856N","M",32,"POLAND","Simmilar offences","KK KPP Dąbrowa Tarn.","KK KWP Kraków",1
"OIO-7070681H","M",36,"POLAND","No knowledge","WA KPP Warszawa Zach. z/s Stare Babice (KSP)","WA KSP Warszawa",1
"OIO-707083246H","M",33,"POLAND","No cirminal history","PO KPP Oborniki","PO KWP Poznań",1
"OIO-7070972E","M",39,"POLAND","No knowledge","SC KPP Gryfino","SC KWP Szczecin",1
"OIO-7071008J","M",45,"POLAND","Simmilar offences","LU KPP Ryki","LU KWP Lublin",1
"OIO-7071780H","M",40,"POLAND","No cirminal history","PO KPP Grodzisk Wlkp.","PO KWP Poznań",1
"OIO-707182884C","M",35,"POLAND","No cirminal history","WR KMP Jelenia Góra","WR KWP Wrocław",1
"OIO-707183309H","M",33,"POLAND","No cirminal history","PO KPP Ostrów Wlkp.","PO KWP Poznań",1
"OIO-7072452D","M",35,"POLAND","Simmilar offences","OP KPP Kędzierzyn-Koźle","OP KWP Opole",1
"OIO-7072809G","M",51,"POLAND","No knowledge","KK KPP Limanowa","KK KWP Kraków",1
"OIO-707384702L","M",39,"POLAND","No knowledge","SC KMP Koszalin","SC KWP Szczecin",1
"OIO-7074046J","M",43,"POLAND","No knowledge","KA KPP Będzin","KA KWP Katowice",1
"OIO-7074141C","M",53,"POLAND","No cirminal history","KA KMP Ruda Śląska","KA KWP Katowice",1
"OIO-7074386G","M",72,"POLAND","Simmilar offences","LU KMP Chełm","LU KWP Lublin",1
"OIO-707483523D","M",32,"POLAND","No cirminal history","GD KPP Chojnice","GD KWP Gdańsk",1
"OIO-707484955P","M",35,"POLAND","No cirminal history","BG KPP Brodnica","BG KWP Bydgoszcz",1
"OIO-7075639D","M",56,"POLAND","No cirminal history","GO KMP Zielona Góra","GO KWP Gorzów Wlkp.",1
"OIO-7075855E","M",53,"POLAND","No cirminal history","KK KPP Brzesko","KK KWP Kraków",1
"OIO-7076244R","M",49,"POLAND","No knowledge","WA KRP Warszawa VII (KSP)","WA KSP Warszawa",1
"OIO-707684242E","M",33,"POLAND","Simmilar offences","KI KPP Starachowice","KI KWP Kielce",1
"OIO-707688202M","M",31,"POLAND","No cirminal history","BG KMP Toruń","BG KWP Bydgoszcz",1
"OIO-707689203X","M",32,"POLAND","Simmilar offences","WA KPP Grójec","WA KWP Radom",1
"OIO-707690975K","M",31,"POLAND","No knowledge","WA KRP Warszawa I (KSP)","WA KSP Warszawa",1
"OIO-707692022D","M",30,"POLAND","No knowledge","KA KPP Cieszyn","KA KWP Katowice",1
"OIO-707692881L","M",30,"POLAND","No cirminal history","BK KPP Wysokie Maz.","BK KWP Białystok",1
"OIO-707693109Q","M",31,"POLAND","No knowledge","OL KPP Ełk","OL KWP Olsztyn",1
"OIO-707694100H","M",29,"POLAND","Different offences","OL KPP Mrągowo","OL KWP Olsztyn",1
"OIO-707696757T","M",39,"POLAND","No cirminal history","RZ KMP Rzeszów","RZ KWP Rzeszów",1
"OIO-707697180K","M",34,"POLAND","No cirminal history","BK KPP Augustów","BK KWP Białystok",1
"OIO-7077443C","M",49,"POLAND","No knowledge","OP KPP Brzeg","OP KWP Opole",1
"OIO-707782981F","M",27,"POLAND","Different offences","BK KPP Grajewo","BK KWP Białystok",1
"OIO-7077850D","M",33,"POLAND","Different offences","PO KPP Wolsztyn","PO KWP Poznań",1
"OIO-707785722F","M",51,"POLAND","No cirminal history","BK KPP Augustów","BK KWP Białystok",1
"OIO-707786434K","M",37,"POLAND","No knowledge","KK KPP Proszowice","KK KWP Kraków",1
"OIO-707787082Y","M",31,"POLAND","No knowledge","BG KMP Włocławek","BG KWP Bydgoszcz",1
"OIO-707790772G","M",44,"POLAND","No cirminal history","KK KMP Kraków","KK KWP Kraków",1
"OIO-707791139P","M",31,"POLAND","No cirminal history","SC KPP Wałcz","SC KWP Szczecin",1
"OIO-707793110X","M",65,"POLAND","No cirminal history","LD KPP Tomaszów Maz.","LD KWP Łódź",1
"OIO-7078577D","M",46,"POLAND","Simmilar offences","KI KMP Kielce","KI KWP Kielce",1
"OIO-7078647T","M",40,"POLAND","No cirminal history","BK KMP Białystok","BK KWP Białystok",1
"OIO-7078647T","M",40,"POLAND","No knowledge","BK KMP Białystok","BK KWP Białystok",1
"OIO-707884442G","M",31,"POLAND","Simmilar offences","WR KPP Lubin","WR KWP Wrocław",1
"OIO-707884557E","M",27,"POLAND","No cirminal history","LD KPP Brzeziny","LD KWP Łódź",1
"OIO-707885203C","M",32,"POLAND","No knowledge","GD KPP Kościerzyna","GD KWP Gdańsk",1
"OIO-707886367R","M",52,"POLAND","No cirminal history","KA KPP Mikołów","KA KWP Katowice",1
"OIO-707886625A","M",29,"POLAND","No cirminal history","KA KMP Gliwice","KA KWP Katowice",1
"OIO-707886647C","K",48,"POLAND","No knowledge","LD KMP Piotrków Tryb.","LD KWP Łódź",1
"OIO-707888325K","M",43,"POLAND","No cirminal history","KA KMP Katowice","KA KWP Katowice",1
"OIO-7079739R","M",40,"POLAND","Different offences","BG KPP Mogilno","BG KWP Bydgoszcz",1
"OIO-707983006J","M",56,"POLAND","No cirminal history","BK KMP Białystok","BK KWP Białystok",1
"OIO-707983531G","M",26,"POLAND","No knowledge","SC KPP Stargard","SC KWP Szczecin",1
"OIO-707983859G","M",37,"POLAND","No cirminal history","RZ KPP Nisko","RZ KWP Rzeszów",1
"OIO-707985918N","M",43,"POLAND","No cirminal history","BK KPP Siemiatycze","BK KWP Białystok",1
"OIO-707987497E","M",52,"POLAND","No cirminal history","PO KPP Kościan","PO KWP Poznań",1
"OIO-707989211U","M",29,"POLAND","Different offences","OL KPP Kętrzyn","OL KWP Olsztyn",1
"OIO-707989380L","M",29,"POLAND","No cirminal history","SC KPP Myślibórz","SC KWP Szczecin",1
"OIO-707990073D","M",32,"POLAND","No knowledge","WR KPP Bolesławiec","WR KWP Wrocław",1
"OIO-708083575P","M",30,"POLAND","No knowledge","LD KMP Łódź","LD KWP Łódź",1
"OIO-708084105T","M",31,"POLAND","Different offences","RZ KMP Rzeszów","RZ KWP Rzeszów",1
"OIO-708084455R","M",51,"POLAND","No cirminal history","GD KPP Bytów","GD KWP Gdańsk",1
"OIO-7080894Q","M",40,"POLAND","No cirminal history","WA KPP Wyszków","WA KWP Radom",1
"OIO-7080919A","M",51,"POLAND","Simmilar offences","KI KMP Kielce","KI KWP Kielce",1
"OIO-7081505T","M",44,"POLAND","Different offences","WR KPP Świdnica","WR KWP Wrocław",1
"OIO-7081650Y","M",50,"POLAND","No knowledge","GD KMP Gdynia","GD KWP Gdańsk",1
"OIO-708183656Y","M",55,"POLAND","No cirminal history","OL KPP Olecko","OL KWP Olsztyn",1
"OIO-708185097F","K",51,"POLAND","No cirminal history","WA KPP Otwock (KSP)","WA KSP Warszawa",1
"OIO-7082115E","M",38,"POLAND","Simmilar offences","SC KPP Kamień Pomorski","SC KWP Szczecin",1
"OIO-7082547A","M",43,"POLAND","No knowledge","WA KMP Radom","WA KWP Radom",1
"OIO-708284334U","M",28,"POLAND","No knowledge","KA KMP Gliwice","KA KWP Katowice",1
"OIO-708284956E","K",27,"POLAND","No knowledge","WA KPP Wołomin (KSP)","WA KSP Warszawa",1
"OIO-708285558X","M",53,"POLAND","Simmilar offences","PO KMP Poznań","PO KWP Poznań",1
"OIO-708286081Y","M",37,"UKRAINE","No knowledge","LU KPP Puławy","LU KWP Lublin",1
"OIO-708287794K","M",34,"POLAND","No cirminal history","WR KMP Wrocław","WR KWP Wrocław",1
"OIO-7082947P","M",46,"POLAND","No knowledge","OP KPP Namysłów","OP KWP Opole",1
"OIO-7083823X","M",57,"POLAND","No cirminal history","WA KPP Otwock (KSP)","WA KSP Warszawa",1
"OIO-708383161A","M",35,"POLAND","No cirminal history","GD KPP Bytów","GD KWP Gdańsk",1
"OIO-708384359J","K",43,"POLAND","No cirminal history","PO KPP Rawicz","PO KWP Poznań",1
"OIO-708386072J","M",28,"POLAND","Different offences","LU KPP Świdnik","LU KWP Lublin",1
"OIO-708388987N","M",48,"POLAND","No cirminal history","KA KMP Częstochowa","KA KWP Katowice",1
"OIO-708389240Q","K",33,"POLAND","No cirminal history","GD KPP Lębork","GD KWP Gdańsk",1
"OIO-708389471P","M",28,"POLAND","No knowledge","BG KPP Aleksandrów Kujawski","BG KWP Bydgoszcz",1
"OIO-708391086D","M",39,"POLAND","No knowledge","BG KMP Bydgoszcz","BG KWP Bydgoszcz",1
"OIO-708392348H","M",31,"POLAND","No knowledge","OL KMP Olsztyn","OL KWP Olsztyn",1
"OIO-708392465M","M",33,"POLAND","No knowledge","PO KPP Kościan","PO KWP Poznań",1
"OIO-708394805U","M",34,"POLAND","No cirminal history","PO KPP Gniezno","PO KWP Poznań",1
"OIO-708395560L","M",27,"POLAND","Different offences","SC KPP Szczecinek","SC KWP Szczecin",1
"OIO-708398863A","M",38,"POLAND","No cirminal history","KI KMP Kielce","KI KWP Kielce",1
"OIO-708399692L","M",29,"POLAND","Simmilar offences","LU KPP Świdnik","LU KWP Lublin",1
"OIO-708400537U","M",36,"POLAND","No cirminal history","KK KPP Sucha Besk.","KK KWP Kraków",1
"OIO-708400823G","M",38,"POLAND","No cirminal history","BK KMP Białystok","BK KWP Białystok",1
"OIO-708401227U","M",33,"POLAND","No cirminal history","BG KPP Nakło nad Notecią","BG KWP Bydgoszcz",1
"OIO-708403532U","M",63,"POLAND","No cirminal history","PO KPP Gniezno","PO KWP Poznań",1
"OIO-7084463X","M",87,"POLAND","No cirminal history","WA KPP Pruszków (KSP)","WA KSP Warszawa",1
"OIO-7084713K","M",45,"POLAND","Simmilar offences","OL KPP Działdowo","OL KWP Olsztyn",1
"OIO-708484717D","M",59,"POLAND","No cirminal history","BG KPP Brodnica","BG KWP Bydgoszcz",1
"OIO-708486031F","M",63,"POLAND","No cirminal history","KA KPP Kłobuck","KA KWP Katowice",1
"OIO-7085574X","M",72,"POLAND","No knowledge","LU KPP Biłgoraj","LU KWP Lublin",1
"OIO-7085615M","M",55,"POLAND","No cirminal history","LU KPP Biłgoraj","LU KWP Lublin",1
"OIO-7085626E","M",37,"POLAND","No cirminal history","LU KMP Zamość","LU KWP Lublin",1
"OIO-7085796N","M",40,"POLAND","No knowledge","GO KPP Świebodzin","GO KWP Gorzów Wlkp.",1
"OIO-708583089R","M",33,"POLAND","Simmilar offences","LU KPP Parczew","LU KWP Lublin",1
"OIO-708584308U","M",65,"POLAND","No cirminal history","WR KPP Milicz","WR KWP Wrocław",1
"OIO-708584428M","M",31,"POLAND","Simmilar offences","LU KPP Łuków","LU KWP Lublin",1
"OIO-708587059P","M",30,"POLAND","No knowledge","WR KMP Wrocław","WR KWP Wrocław",1
"OIO-708587342T","M",53,"POLAND","No knowledge","KA KPP Będzin","KA KWP Katowice",1
"OIO-708589308Q","M",65,"POLAND","Simmilar offences","WA KPP Otwock (KSP)","WA KSP Warszawa",1
"OIO-708593552F","M",35,"POLAND","No cirminal history","GD KMP Sopot","GD KWP Gdańsk",1
"OIO-708594274G","M",29,"POLAND","Different offences","KK KMP Kraków","KK KWP Kraków",1
"OIO-708595249U","M",29,"POLAND","Different offences","WR KPP Zgorzelec","WR KWP Wrocław",1
"OIO-708596191P","M",55,"POLAND","No cirminal history","WA KPP Kozienice","WA KWP Radom",1
"OIO-708597680N","M",34,"POLAND","No cirminal history","WR KPP Kłodzko","WR KWP Wrocław",1
"OIO-708598556R","M",32,"POLAND","No cirminal history","BG KPP Aleksandrów Kujawski","BG KWP Bydgoszcz",1
"OIO-708599393C","M",39,"POLAND","No cirminal history","RZ KMP Rzeszów","RZ KWP Rzeszów",1
"OIO-708600012W","M",29,"POLAND","Different offences","KA KMP Sosnowiec","KA KWP Katowice",2
"OIO-708600012W","M",29,"POLAND","No knowledge","KA KPP Będzin","KA KWP Katowice",1
"OIO-708602877J","M",73,"POLAND","No cirminal history","KI KPP Pińczów","KI KWP Kielce",1
"OIO-708603467E","M",64,"POLAND","No cirminal history","SC KPP Świdwin","SC KWP Szczecin",1
"OIO-708604760N","M",72,"POLAND","No cirminal history","KA KMP Rybnik","KA KWP Katowice",1
"OIO-708605660X","K",64,"POLAND","No cirminal history","SC KMP Szczecin","SC KWP Szczecin",1
"OIO-708605678U","M",47,"POLAND","No cirminal history","GD KPP Starogard Gd.","GD KWP Gdańsk",1
"OIO-7086320P","M",51,"POLAND","No cirminal history","PO KPP Ostrów Wlkp.","PO KWP Poznań",1
"OIO-7086831J","K",53,"POLAND","No cirminal history","BK KPP Augustów","BK KWP Białystok",1
"OIO-7087828G","M",38,"POLAND","Simmilar offences","WA KMP Ostrołęka","WA KWP Radom",1
"OIO-7088801L","M",59,"POLAND","No knowledge","KK KMP Kraków","KK KWP Kraków",1
"OIO-7089539T","M",43,"POLAND","No knowledge","PO KPP Piła","PO KWP Poznań",1
"OIO-70903882E","M",33,"POLAND","Simmilar offences","SC KMP Koszalin","SC KWP Szczecin",1
"OIO-7090782Q","M",58,"POLAND","No knowledge","PO KPP Nowy Tomyśl","PO KWP Poznań",1
"OIO-709082907P","M",48,"POLAND","No cirminal history","PO KPP Rawicz","PO KWP Poznań",1
"OIO-709083137U","M",32,"POLAND","No cirminal history","WR KPP Lwówek Śląski","WR KWP Wrocław",1
"OIO-709083137U","M",32,"POLAND","No cirminal history","WR KPP Złotoryja","WR KWP Wrocław",1
"OIO-709085604D","M",45,"POLAND","No knowledge","LU KPP Puławy","LU KWP Lublin",1
"OIO-709088848Q","K",46,"POLAND","No cirminal history","PO KPP Września","PO KWP Poznań",1
"OIO-709089042W","M",39,"POLAND","No cirminal history","KA KMP Katowice","KA KWP Katowice",1
"OIO-709089805C","M",27,"POLAND","No knowledge","KA KMP Chorzów","KA KWP Katowice",1
"OIO-709090188Y","M",31,"POLAND","No cirminal history","KK KPP Proszowice","KK KWP Kraków",1
"OIO-709090282U","K",34,"POLAND","No cirminal history","WA KPP Grodzisk Maz. (KSP)","WA KSP Warszawa",1
"OIO-709090311A","M",36,"POLAND","No knowledge","BG KMP Toruń","BG KWP Bydgoszcz",1
"OIO-709096810U","M",27,"POLAND","Different offences","SC KPP Pyrzyce","SC KWP Szczecin",1
"OIO-709096933J","M",53,"POLAND","No cirminal history","KA KMP Katowice","KA KWP Katowice",1
"OIO-7090987E","M",42,"POLAND","No cirminal history","KA KPP Lubliniec","KA KWP Katowice",1
"OIO-709099023C","M",28,"POLAND","No cirminal history","RZ KPP Przeworsk","RZ KWP Rzeszów",1
"OIO-709104595U","M",32,"POLAND","No knowledge","BG KMP Bydgoszcz","BG KWP Bydgoszcz",1
"OIO-709104899P","K",27,"POLAND","Simmilar offences","PO KPP Gniezno","PO KWP Poznań",1
"OIO-7091363D","M",45,"POLAND","No cirminal history","GD KPP Puck","GD KWP Gdańsk",1
"OIO-70915902T","K",45,"POLAND","No cirminal history","KA KMP Bielsko-Biała","KA KWP Katowice",1
"OIO-70917876K","M",33,"POLAND","No knowledge","KA KPP Bieruń","KA KWP Katowice",1
"OIO-709183377E","M",28,"POLAND","Simmilar offences","WA KPP Maków Maz.","WA KWP Radom",1
"OIO-709185743D","M",42,"POLAND","No knowledge","WA KMP Radom","WA KWP Radom",1
"OIO-709185896J","M",48,"POLAND","No cirminal history","KK KPP Nowy Targ","KK KWP Kraków",1
"OIO-709187041N","M",28,"POLAND","No knowledge","LU KMP Lublin","LU KWP Lublin",1
"OIO-709187310X","M",35,"POLAND","No cirminal history","KK KMP Nowy Sącz","KK KWP Kraków",1
"OIO-709190189K","M",32,"POLAND","No knowledge","WA KPP Nowy Dwór Maz. (KSP)","WA KSP Warszawa",1
"OIO-709192595K","M",34,"POLAND","No knowledge","WA KPP Grodzisk Maz. (KSP)","WA KSP Warszawa",1
"OIO-709195792C","M",31,"POLAND","Different offences","OP KPP Prudnik","OP KWP Opole",1
"OIO-709196306N","M",34,"POLAND","No knowledge","PO KPP Nowy Tomyśl","PO KWP Poznań",1
"OIO-709196944L","M",30,"POLAND","No cirminal history","LU KMP Lublin","LU KWP Lublin",1
"OIO-709198053X","M",37,"POLAND","No knowledge","PO KMP Poznań","PO KWP Poznań",1
"OIO-709198191X","M",36,"POLAND","No knowledge","WA KRP Warszawa IV (KSP)","WA KSP Warszawa",1
"OIO-709199853A","M",41,"POLAND","Simmilar offences","BG KPP Inowrocław","BG KWP Bydgoszcz",1
"OIO-7092302Q","M",45,"POLAND","No knowledge","WA KRP Warszawa III (KSP)","WA KSP Warszawa",1
"OIO-7092475W","M",63,"POLAND","No cirminal history","WA KMP Ostrołęka","WA KWP Radom",1
"OIO-7092528T","M",40,"POLAND","No knowledge","WA KRP Warszawa I (KSP)","WA KSP Warszawa",1
"OIO-7092573P","M",47,"POLAND","No cirminal history","WA KPP Sokołów Podlaski","WA KWP Radom",1
"OIO-7093503L","M",46,"POLAND","No cirminal history","BK KMP Łomża","BK KWP Białystok",1
"OIO-709384709C","M",44,"POLAND","Simmilar offences","KA KMP Zabrze","KA KWP Katowice",1
"OIO-709387706X","K",36,"POLAND","No knowledge","GD KPP Bytów","GD KWP Gdańsk",1
"OIO-709389724L","M",33,"POLAND","No knowledge","PO KMP Poznań","PO KWP Poznań",1
"OIO-709394484Y","M",31,"POLAND","Simmilar offences","SC KMP Świnoujście","SC KWP Szczecin",1
"OIO-709394570X","M",26,"POLAND","Different offences","LU KMP Chełm","LU KWP Lublin",1
"OIO-709394773K","K",34,"POLAND","No knowledge","KK KPP Oświęcim","KK KWP Kraków",1
"OIO-709395618F","K",41,"POLAND","No cirminal history","WA KPP Ostrów Maz.","WA KWP Radom",1
"OIO-709395950C","M",37,"POLAND","No cirminal history","LD KPP Łódź Wschód","LD KWP Łódź",1
"OIO-709397358K","M",32,"POLAND","No cirminal history","OL KPP Gołdap","OL KWP Olsztyn",1
"OIO-709397482N","M",44,"POLAND","No cirminal history","LD KPP Sieradz","LD KWP Łódź",1
"OIO-709399865N","K",34,"POLAND","No cirminal history","KA KMP Sosnowiec","KA KWP Katowice",1
"OIO-709400763G","M",39,"POLAND","No cirminal history","KK KPP Sucha Besk.","KK KWP Kraków",1
"OIO-709401979J","M",29,"POLAND","No knowledge","RZ KPP Lubaczów","RZ KWP Rzeszów",1
"OIO-709407323P","M",33,"POLAND","No cirminal history","LU KMP Lublin","LU KWP Lublin",1
"OIO-709416636U","M",31,"POLAND","Simmilar offences","WA KMP Radom","WA KWP Radom",1
"OIO-709417318C","M",27,"POLAND","No knowledge","BG KPP Golub-Dobrzyń","BG KWP Bydgoszcz",1
"OIO-709418930R","K",36,"POLAND","No cirminal history","LU KPP Lubartów","LU KWP Lublin",1
"OIO-709419098G","M",36,"POLAND","No knowledge","GD KPP Malbork","GD KWP Gdańsk",1
"OIO-709419558E","M",34,"POLAND","No knowledge","BG KPP Brodnica","BG KWP Bydgoszcz",1
